"topic","term","beta"
3,"instructions",1.86439293590395e-05
4,"instructions",4.40204669276821e-05
5,"instructions",8.38298856895678e-07
6,"instructions",9.00372033724334e-07
1,"covering",8.90819393494524e-07
2,"covering",8.80706538013056e-07
3,"covering",4.52781141576672e-05
4,"covering",8.63146410346709e-07
5,"covering",8.38298856895678e-07
6,"covering",9.00372033724334e-07
1,"rain",1.8707207263385e-05
2,"rain",8.80706538013056e-07
3,"rain",3.64000525581247e-05
4,"rain",1.81260746172809e-05
5,"rain",8.38298856895678e-07
6,"rain",9.00372033724334e-07
1,"bothersome",8.90819393494524e-07
2,"bothersome",8.80706538013056e-07
3,"bothersome",8.87806159954261e-07
4,"bothersome",6.99148592380834e-05
5,"bothersome",8.38298856895678e-07
6,"bothersome",9.00372033724334e-07
1,"fundamental",1.8707207263385e-05
2,"fundamental",8.80706538013056e-07
3,"fundamental",9.76586775949687e-06
4,"fundamental",8.63146410346709e-07
5,"fundamental",6.790220740855e-05
6,"fundamental",9.00372033724334e-07
1,"spams",1.8707207263385e-05
2,"spams",9.68777191814362e-06
3,"spams",1.86439293590395e-05
4,"spams",8.63146410346709e-07
5,"spams",8.38298856895678e-07
6,"spams",9.00372033724334e-07
1,"occurrence",8.90819393494524e-07
2,"occurrence",2.73019026784047e-05
3,"occurrence",9.76586775949687e-06
4,"occurrence",8.63146410346709e-07
5,"occurrence",9.22128742585246e-06
6,"occurrence",9.00372033724334e-07
1,"dependent",8.90819393494524e-07
2,"dependent",8.80706538013056e-07
3,"dependent",3.64000525581247e-05
4,"dependent",8.63146410346709e-07
5,"dependent",9.22128742585246e-06
6,"dependent",9.00372033724334e-07
1,"hanging",0.000116697340547783
2,"hanging",8.80706538013056e-07
3,"hanging",8.87806159954261e-07
4,"hanging",8.63146410346709e-07
5,"hanging",2.5987264563766e-05
6,"hanging",9.00372033724334e-07
1,"sluggish",8.90819393494524e-07
2,"sluggish",8.80706538013056e-07
3,"sluggish",9.76586775949687e-06
4,"sluggish",0.000113072179755419
5,"sluggish",8.38298856895678e-07
6,"sluggish",9.90409237096768e-06
1,"coding",8.90819393494524e-07
2,"coding",8.80706538013056e-07
3,"coding",2.75219909585821e-05
4,"coding",8.63146410346709e-07
5,"coding",3.43702531327228e-05
6,"coding",9.00372033724334e-07
1,"rotation",8.90819393494524e-07
2,"rotation",8.80706538013056e-07
3,"rotation",1.86439293590395e-05
4,"rotation",8.63146410346709e-07
5,"rotation",8.38298856895678e-07
6,"rotation",6.39264143944278e-05
1,"dream",8.90819393494524e-07
2,"dream",8.80706538013056e-07
3,"dream",8.87806159954261e-07
4,"dream",8.63146410346709e-07
5,"dream",5.95192188395932e-05
6,"dream",9.00372033724334e-07
1,"expanding",8.90819393494524e-07
2,"expanding",8.80706538013056e-07
3,"expanding",4.52781141576672e-05
4,"expanding",8.63146410346709e-07
5,"expanding",8.38298856895678e-07
6,"expanding",9.00372033724334e-07
1,"dialog",3.65235951332755e-05
2,"dialog",8.80706538013056e-07
3,"dialog",8.87806159954261e-07
4,"dialog",1.81260746172809e-05
5,"dialog",9.22128742585246e-06
6,"dialog",9.00372033724334e-07
1,"outs",8.99727587429469e-05
2,"outs",9.68777191814362e-06
3,"outs",8.87806159954261e-07
4,"outs",8.63146410346709e-07
5,"outs",8.38298856895678e-07
6,"outs",9.00372033724334e-07
1,"reconsider",8.90819393494524e-07
2,"reconsider",5.37230988187964e-05
3,"reconsider",8.87806159954261e-07
4,"reconsider",8.63146410346709e-07
5,"reconsider",8.38298856895678e-07
6,"reconsider",9.00372033724334e-07
1,"foolish",2.76154011983302e-05
2,"foolish",1.84948372982742e-05
3,"foolish",8.87806159954261e-07
4,"foolish",8.63146410346709e-07
5,"foolish",8.38298856895678e-07
6,"foolish",9.00372033724334e-07
1,"notifies",8.90819393494524e-07
2,"notifies",8.80706538013056e-07
3,"notifies",8.87806159954261e-07
4,"notifies",5.26519310311492e-05
5,"notifies",8.38298856895678e-07
6,"notifies",9.00372033724334e-07
1,"10min",5.43399830031659e-05
2,"10min",8.80706538013056e-07
3,"10min",8.87806159954261e-07
4,"10min",8.63146410346709e-07
5,"10min",8.38298856895678e-07
6,"10min",9.00372033724334e-07
1,"bricks",3.65235951332755e-05
2,"bricks",8.80706538013056e-07
3,"bricks",8.87806159954261e-07
4,"bricks",8.63146410346709e-07
5,"bricks",9.22128742585246e-06
6,"bricks",9.00372033724334e-07
1,"decisions",8.90819393494524e-07
2,"decisions",3.61089680585353e-05
3,"decisions",0.000107424545354466
4,"decisions",8.63146410346709e-07
5,"decisions",8.38298856895678e-07
6,"decisions",9.00372033724334e-07
1,"stating",8.90819393494524e-07
2,"stating",8.80706538013056e-07
3,"stating",8.87806159954261e-07
4,"stating",8.63146410346709e-07
5,"stating",3.43702531327228e-05
6,"stating",2.79115330454544e-05
1,"stamp",9.79901332843977e-06
2,"stamp",8.80706538013056e-07
3,"stamp",8.87806159954261e-07
4,"stamp",4.40204669276821e-05
5,"stamp",8.38298856895678e-07
6,"stamp",9.00372033724334e-07
1,"airpods",9.79901332843977e-06
2,"airpods",8.80706538013056e-07
3,"airpods",1.86439293590395e-05
4,"airpods",2.6757538720748e-05
5,"airpods",9.22128742585246e-06
6,"airpods",9.00372033724334e-07
1,"ish",8.90819393494524e-07
2,"ish",1.84948372982742e-05
3,"ish",9.76586775949687e-06
4,"ish",5.26519310311492e-05
5,"ish",8.38298856895678e-07
6,"ish",9.00372033724334e-07
1,"strangely",3.65235951332755e-05
2,"strangely",8.80706538013056e-07
3,"strangely",8.87806159954261e-07
4,"strangely",8.63146410346709e-07
5,"strangely",8.38298856895678e-07
6,"strangely",9.90409237096768e-06
1,"browsing",8.90819393494524e-07
2,"browsing",8.80706538013056e-07
3,"browsing",0.000169570976551264
4,"browsing",9.4946105138138e-06
5,"browsing",1.76042759948093e-05
6,"browsing",9.00372033724334e-07
1,"technically",8.90819393494524e-07
2,"technically",8.80706538013056e-07
3,"technically",8.87806159954261e-07
4,"technically",8.63146410346709e-07
5,"technically",8.38298856895678e-07
6,"technically",9.09375754061579e-05
1,"approximately",8.90819393494524e-07
2,"approximately",5.37230988187964e-05
3,"approximately",8.87806159954261e-07
4,"approximately",8.63146410346709e-07
5,"approximately",8.38298856895678e-07
6,"approximately",9.00372033724334e-07
1,"aloud",9.79901332843977e-06
2,"aloud",9.68777191814362e-06
3,"aloud",8.87806159954261e-07
4,"aloud",2.6757538720748e-05
5,"aloud",8.38298856895678e-07
6,"aloud",9.90409237096768e-06
1,"stressed",3.65235951332755e-05
2,"stressed",8.80706538013056e-07
3,"stressed",8.87806159954261e-07
4,"stressed",8.63146410346709e-07
5,"stressed",8.38298856895678e-07
6,"stressed",9.90409237096768e-06
1,"wonders",8.90819393494524e-07
2,"wonders",2.73019026784047e-05
3,"wonders",8.87806159954261e-07
4,"wonders",1.81260746172809e-05
5,"wonders",8.38298856895678e-07
6,"wonders",9.00372033724334e-07
1,"records",8.90819393494524e-07
2,"records",8.80706538013056e-07
3,"records",8.87806159954261e-07
4,"records",3.53890028242151e-05
5,"records",8.38298856895678e-07
6,"records",4.59189737199411e-05
1,"paywall",8.90819393494524e-07
2,"paywall",8.01442949591881e-05
3,"paywall",9.76586775949687e-06
4,"paywall",8.63146410346709e-07
5,"paywall",8.38298856895678e-07
6,"paywall",9.00372033724334e-07
1,"lazy",0.000125605534482728
2,"lazy",8.80706538013056e-07
3,"lazy",8.87806159954261e-07
4,"lazy",8.63146410346709e-07
5,"lazy",9.22128742585246e-06
6,"lazy",9.00372033724334e-07
1,"greed",8.90819393494524e-07
2,"greed",4.49160334386658e-05
3,"greed",8.87806159954261e-07
4,"greed",8.63146410346709e-07
5,"greed",8.38298856895678e-07
6,"greed",1.8907812708211e-05
1,"uninstaller",4.54317890682208e-05
2,"uninstaller",0.000124179621859841
3,"uninstaller",8.87806159954261e-07
4,"uninstaller",8.63146410346709e-07
5,"uninstaller",8.38298856895678e-07
6,"uninstaller",9.00372033724334e-07
1,"verified",5.43399830031659e-05
2,"verified",8.80706538013056e-07
3,"verified",8.87806159954261e-07
4,"verified",8.63146410346709e-07
5,"verified",8.38298856895678e-07
6,"verified",9.00372033724334e-07
1,"dissappointed",8.90819393494524e-07
2,"dissappointed",8.80706538013056e-07
3,"dissappointed",4.52781141576672e-05
4,"dissappointed",8.63146410346709e-07
5,"dissappointed",9.22128742585246e-06
6,"dissappointed",9.00372033724334e-07
1,"politics",8.90819393494524e-07
2,"politics",0.000141793752620102
3,"politics",1.86439293590395e-05
4,"politics",8.63146410346709e-07
5,"politics",8.38298856895678e-07
6,"politics",9.00372033724334e-07
1,"nostalgia",8.90819393494524e-07
2,"nostalgia",8.80706538013056e-07
3,"nostalgia",8.87806159954261e-07
4,"nostalgia",8.63146410346709e-07
5,"nostalgia",8.38298856895678e-07
6,"nostalgia",6.39264143944278e-05
1,"adore",8.90819393494524e-07
2,"adore",8.80706538013056e-07
3,"adore",9.76586775949687e-06
4,"adore",8.63146410346709e-07
5,"adore",1.76042759948093e-05
6,"adore",6.39264143944278e-05
1,"curate",8.90819393494524e-07
2,"curate",9.68777191814362e-06
3,"curate",8.87806159954261e-07
4,"curate",8.63146410346709e-07
5,"curate",8.38298856895678e-07
6,"curate",5.49226940571845e-05
1,"goddamn",8.90819393494524e-07
2,"goddamn",8.80706538013056e-07
3,"goddamn",8.87806159954261e-07
4,"goddamn",6.99148592380834e-05
5,"goddamn",4.27532417016796e-05
6,"goddamn",9.00372033724334e-07
1,"dealt",2.76154011983302e-05
2,"dealt",3.61089680585353e-05
3,"dealt",8.87806159954261e-07
4,"dealt",8.63146410346709e-07
5,"dealt",8.38298856895678e-07
6,"dealt",9.00372033724334e-07
1,"youtubes",8.90819393494524e-07
2,"youtubes",8.80706538013056e-07
3,"youtubes",3.64000525581247e-05
4,"youtubes",8.63146410346709e-07
5,"youtubes",8.38298856895678e-07
6,"youtubes",9.90409237096768e-06
1,"queueing",8.90819393494524e-07
2,"queueing",4.49160334386658e-05
3,"queueing",9.76586775949687e-06
4,"queueing",8.63146410346709e-07
5,"queueing",8.38298856895678e-07
6,"queueing",9.00372033724334e-07
1,"characters",7.21563708730564e-05
2,"characters",8.80706538013056e-07
3,"characters",8.87806159954261e-07
4,"characters",8.63146410346709e-07
5,"characters",8.38298856895678e-07
6,"characters",9.00372033724334e-07
1,"lf",8.90819393494524e-07
2,"lf",8.80706538013056e-07
3,"lf",8.87806159954261e-07
4,"lf",8.63146410346709e-07
5,"lf",4.27532417016796e-05
6,"lf",9.00372033724334e-07
1,"longest",5.43399830031659e-05
2,"longest",8.80706538013056e-07
3,"longest",1.86439293590395e-05
4,"longest",8.63146410346709e-07
5,"longest",8.38298856895678e-07
6,"longest",9.00372033724334e-07
1,"ngl",8.90819393494524e-07
2,"ngl",8.80706538013056e-07
3,"ngl",0.000107424545354466
4,"ngl",8.63146410346709e-07
5,"ngl",9.22128742585246e-06
6,"ngl",9.90409237096768e-06
1,"condition",2.76154011983302e-05
2,"condition",1.84948372982742e-05
3,"condition",8.87806159954261e-07
4,"condition",8.63146410346709e-07
5,"condition",8.38298856895678e-07
6,"condition",9.00372033724334e-07
1,"5star",9.79901332843977e-06
2,"5star",8.80706538013056e-07
3,"5star",3.64000525581247e-05
4,"5star",8.63146410346709e-07
5,"5star",1.76042759948093e-05
6,"5star",9.00372033724334e-07
1,"throat",8.90819393494524e-07
2,"throat",9.68777191814362e-06
3,"throat",8.87806159954261e-07
4,"throat",1.81260746172809e-05
5,"throat",5.11362302706364e-05
6,"throat",9.00372033724334e-07
1,"occur",8.90819393494524e-07
2,"occur",8.80706538013056e-07
3,"occur",8.87806159954261e-07
4,"occur",0.000104440715651952
5,"occur",8.38298856895678e-07
6,"occur",9.90409237096768e-06
1,"varieties",9.79901332843977e-06
2,"varieties",8.80706538013056e-07
3,"varieties",8.87806159954261e-07
4,"varieties",4.40204669276821e-05
5,"varieties",8.38298856895678e-07
6,"varieties",3.69152533826978e-05
1,"brutal",8.90819393494524e-07
2,"brutal",5.37230988187964e-05
3,"brutal",8.87806159954261e-07
4,"brutal",8.63146410346709e-07
5,"brutal",8.38298856895678e-07
6,"brutal",9.00372033724334e-07
1,"somgs",8.90819393494524e-07
2,"somgs",8.80706538013056e-07
3,"somgs",4.52781141576672e-05
4,"somgs",8.63146410346709e-07
5,"somgs",9.22128742585246e-06
6,"somgs",9.00372033724334e-07
1,"ran",8.90819393494524e-07
2,"ran",8.80706538013056e-07
3,"ran",0.000169570976551264
4,"ran",8.63146410346709e-07
5,"ran",9.22128742585246e-06
6,"ran",3.69152533826978e-05
1,"expires",8.90819393494524e-07
2,"expires",9.68777191814362e-06
3,"expires",8.87806159954261e-07
4,"expires",8.63146410346709e-07
5,"expires",1.76042759948093e-05
6,"expires",2.79115330454544e-05
1,"announced",8.90819393494524e-07
2,"announced",4.49160334386658e-05
3,"announced",8.87806159954261e-07
4,"announced",8.63146410346709e-07
5,"announced",8.38298856895678e-07
6,"announced",9.00372033724334e-07
1,"instant",8.90819393494524e-07
2,"instant",1.84948372982742e-05
3,"instant",8.87806159954261e-07
4,"instant",8.63146410346709e-07
5,"instant",9.22128742585246e-06
6,"instant",7.29301347316712e-05
1,"asf",8.90819393494524e-07
2,"asf",8.80706538013056e-07
3,"asf",8.87806159954261e-07
4,"asf",8.63146410346709e-07
5,"asf",7.62851959775067e-05
6,"asf",9.00372033724334e-07
1,"featured",2.76154011983302e-05
2,"featured",9.68777191814362e-06
3,"featured",8.87806159954261e-07
4,"featured",8.63146410346709e-07
5,"featured",4.27532417016796e-05
6,"featured",9.00372033724334e-07
1,"samples",8.90819393494524e-07
2,"samples",9.68777191814362e-06
3,"samples",9.76586775949687e-06
4,"samples",8.63146410346709e-07
5,"samples",5.95192188395932e-05
6,"samples",9.00372033724334e-07
1,"wished",8.90819393494524e-07
2,"wished",2.73019026784047e-05
3,"wished",8.87806159954261e-07
4,"wished",8.63146410346709e-07
5,"wished",8.38298856895678e-07
6,"wished",0.000108945016080645
1,"xx",8.90819393494524e-07
2,"xx",3.61089680585353e-05
3,"xx",9.76586775949687e-06
4,"xx",8.63146410346709e-07
5,"xx",8.38298856895678e-07
6,"xx",9.00372033724334e-07
1,"theyve",8.90819393494524e-07
2,"theyve",1.84948372982742e-05
3,"theyve",8.87806159954261e-07
4,"theyve",2.6757538720748e-05
5,"theyve",8.38298856895678e-07
6,"theyve",9.00372033724334e-07
1,"comfort",8.90819393494524e-07
2,"comfort",8.80706538013056e-07
3,"comfort",8.87806159954261e-07
4,"comfort",8.63146410346709e-07
5,"comfort",8.38298856895678e-07
6,"comfort",0.000108945016080645
1,"ate",8.90819393494524e-07
2,"ate",5.37230988187964e-05
3,"ate",8.87806159954261e-07
4,"ate",8.63146410346709e-07
5,"ate",8.38298856895678e-07
6,"ate",9.00372033724334e-07
1,"notify",8.90819393494524e-07
2,"notify",4.49160334386658e-05
3,"notify",8.87806159954261e-07
4,"notify",8.63146410346709e-07
5,"notify",1.76042759948093e-05
6,"notify",9.00372033724334e-07
1,"follows",8.90819393494524e-07
2,"follows",8.80706538013056e-07
3,"follows",8.87806159954261e-07
4,"follows",8.63146410346709e-07
5,"follows",5.95192188395932e-05
6,"follows",9.00372033724334e-07
1,"outrageous",5.43399830031659e-05
2,"outrageous",1.84948372982742e-05
3,"outrageous",9.76586775949687e-06
4,"outrageous",8.63146410346709e-07
5,"outrageous",8.38298856895678e-07
6,"outrageous",9.00372033724334e-07
1,"reliability",8.90819393494524e-07
2,"reliability",9.68777191814362e-06
3,"reliability",8.87806159954261e-07
4,"reliability",9.58092515484846e-05
5,"reliability",8.38298856895678e-07
6,"reliability",9.00372033724334e-07
1,"slick",8.90819393494524e-07
2,"slick",8.80706538013056e-07
3,"slick",4.52781141576672e-05
4,"slick",8.63146410346709e-07
5,"slick",8.38298856895678e-07
6,"slick",9.00372033724334e-07
1,"requirements",8.90819393494524e-07
2,"requirements",6.25301641989269e-05
3,"requirements",8.87806159954261e-07
4,"requirements",8.63146410346709e-07
5,"requirements",8.38298856895678e-07
6,"requirements",9.00372033724334e-07
1,"reorganize",8.90819393494524e-07
2,"reorganize",8.80706538013056e-07
3,"reorganize",6.30342373567525e-05
4,"reorganize",8.63146410346709e-07
5,"reorganize",8.38298856895678e-07
6,"reorganize",9.00372033724334e-07
1,"fitness",3.65235951332755e-05
2,"fitness",8.80706538013056e-07
3,"fitness",8.87806159954261e-07
4,"fitness",9.4946105138138e-06
5,"fitness",8.38298856895678e-07
6,"fitness",9.00372033724334e-07
1,"unhappy",0.000161238310222509
2,"unhappy",8.80706538013056e-07
3,"unhappy",1.86439293590395e-05
4,"unhappy",3.53890028242151e-05
5,"unhappy",8.38298856895678e-07
6,"unhappy",9.90409237096768e-06
1,"miles",8.90819393494524e-07
2,"miles",8.80706538013056e-07
3,"miles",8.87806159954261e-07
4,"miles",4.40204669276821e-05
5,"miles",8.38298856895678e-07
6,"miles",9.90409237096768e-06
1,"consent",8.90819393494524e-07
2,"consent",5.37230988187964e-05
3,"consent",8.87806159954261e-07
4,"consent",8.63146410346709e-07
5,"consent",2.5987264563766e-05
6,"consent",9.00372033724334e-07
1,"supporter",8.90819393494524e-07
2,"supporter",8.80706538013056e-07
3,"supporter",9.76586775949687e-06
4,"supporter",3.53890028242151e-05
5,"supporter",8.38298856895678e-07
6,"supporter",9.00372033724334e-07
1,"beta",5.43399830031659e-05
2,"beta",8.80706538013056e-07
3,"beta",0.000169570976551264
4,"beta",8.63146410346709e-07
5,"beta",8.38298856895678e-07
6,"beta",9.00372033724334e-07
1,"consumer",8.90819393494524e-07
2,"consumer",8.80706538013056e-07
3,"consumer",8.87806159954261e-07
4,"consumer",8.63146410346709e-07
5,"consumer",8.38298856895678e-07
6,"consumer",7.29301347316712e-05
1,"rediculous",8.90819393494524e-07
2,"rediculous",9.68777191814362e-06
3,"rediculous",3.64000525581247e-05
4,"rediculous",2.6757538720748e-05
5,"rediculous",8.38298856895678e-07
6,"rediculous",9.00372033724334e-07
1,"holy",8.90819393494524e-07
2,"holy",8.80706538013056e-07
3,"holy",8.87806159954261e-07
4,"holy",8.63146410346709e-07
5,"holy",2.5987264563766e-05
6,"holy",7.29301347316712e-05
1,"taps",8.90819393494524e-07
2,"taps",8.80706538013056e-07
3,"taps",8.87806159954261e-07
4,"taps",8.63146410346709e-07
5,"taps",4.27532417016796e-05
6,"taps",2.79115330454544e-05
1,"c'mon",4.54317890682208e-05
2,"c'mon",1.84948372982742e-05
3,"c'mon",8.87806159954261e-07
4,"c'mon",8.63146410346709e-07
5,"c'mon",3.43702531327228e-05
6,"c'mon",9.00372033724334e-07
1,"twenty-four",8.90819393494524e-07
2,"twenty-four",0.00011537255647971
3,"twenty-four",8.87806159954261e-07
4,"twenty-four",8.63146410346709e-07
5,"twenty-four",2.5987264563766e-05
6,"twenty-four",9.00372033724334e-07
1,"grateful",8.90819393494524e-07
2,"grateful",8.80706538013056e-07
3,"grateful",8.87806159954261e-07
4,"grateful",8.63146410346709e-07
5,"grateful",8.38298856895678e-07
6,"grateful",0.000153963617766861
1,"earn",8.90819393494524e-07
2,"earn",8.80706538013056e-07
3,"earn",1.86439293590395e-05
4,"earn",8.63146410346709e-07
5,"earn",9.22128742585246e-06
6,"earn",3.69152533826978e-05
1,"wallet",8.90819393494524e-07
2,"wallet",8.80706538013056e-07
3,"wallet",9.76586775949687e-06
4,"wallet",8.63146410346709e-07
5,"wallet",8.38298856895678e-07
6,"wallet",5.49226940571845e-05
1,"daniel",8.90819393494524e-07
2,"daniel",8.80706538013056e-07
3,"daniel",8.87806159954261e-07
4,"daniel",8.63146410346709e-07
5,"daniel",8.38298856895678e-07
6,"daniel",6.39264143944278e-05
1,"ek",8.90819393494524e-07
2,"ek",8.80706538013056e-07
3,"ek",6.30342373567525e-05
4,"ek",8.63146410346709e-07
5,"ek",8.38298856895678e-07
6,"ek",2.79115330454544e-05
1,"recomendations",8.90819393494524e-07
2,"recomendations",1.84948372982742e-05
3,"recomendations",1.86439293590395e-05
4,"recomendations",8.63146410346709e-07
5,"recomendations",8.38298856895678e-07
6,"recomendations",9.90409237096768e-06
1,"reflecting",8.90819393494524e-07
2,"reflecting",4.49160334386658e-05
3,"reflecting",8.87806159954261e-07
4,"reflecting",8.63146410346709e-07
5,"reflecting",8.38298856895678e-07
6,"reflecting",9.00372033724334e-07
1,"reboots",9.79901332843977e-06
2,"reboots",2.73019026784047e-05
3,"reboots",8.87806159954261e-07
4,"reboots",1.81260746172809e-05
5,"reboots",8.38298856895678e-07
6,"reboots",9.00372033724334e-07
1,"beat",4.54317890682208e-05
2,"beat",8.80706538013056e-07
3,"beat",1.86439293590395e-05
4,"beat",8.63146410346709e-07
5,"beat",8.38298856895678e-07
6,"beat",0.000126952456755131
1,"curates",8.90819393494524e-07
2,"curates",8.80706538013056e-07
3,"curates",8.87806159954261e-07
4,"curates",8.63146410346709e-07
5,"curates",8.38298856895678e-07
6,"curates",5.49226940571845e-05
1,"inconveniences",8.90819393494524e-07
2,"inconveniences",6.25301641989269e-05
3,"inconveniences",8.87806159954261e-07
4,"inconveniences",8.63146410346709e-07
5,"inconveniences",8.38298856895678e-07
6,"inconveniences",9.00372033724334e-07
1,"concerns",4.54317890682208e-05
2,"concerns",1.84948372982742e-05
3,"concerns",8.87806159954261e-07
4,"concerns",8.63146410346709e-07
5,"concerns",8.38298856895678e-07
6,"concerns",2.79115330454544e-05
1,"thw",3.65235951332755e-05
2,"thw",8.80706538013056e-07
3,"thw",9.76586775949687e-06
4,"thw",8.63146410346709e-07
5,"thw",8.38298856895678e-07
6,"thw",9.90409237096768e-06
1,"riding",3.65235951332755e-05
2,"riding",8.80706538013056e-07
3,"riding",8.87806159954261e-07
4,"riding",8.63146410346709e-07
5,"riding",1.76042759948093e-05
6,"riding",9.00372033724334e-07
1,"tend",8.90819393494524e-07
2,"tend",9.68777191814362e-06
3,"tend",8.87806159954261e-07
4,"tend",8.63146410346709e-07
5,"tend",8.38298856895678e-07
6,"tend",0.000153963617766861
1,"worthy",8.90819393494524e-07
2,"worthy",8.80706538013056e-07
3,"worthy",8.07903605558377e-05
4,"worthy",8.63146410346709e-07
5,"worthy",8.38298856895678e-07
6,"worthy",9.00372033724334e-07
1,"butt",8.90819393494524e-07
2,"butt",8.80706538013056e-07
3,"butt",8.87806159954261e-07
4,"butt",6.12833951346163e-05
5,"butt",8.38298856895678e-07
6,"butt",9.00372033724334e-07
1,"unrestricted",8.90819393494524e-07
2,"unrestricted",1.84948372982742e-05
3,"unrestricted",2.75219909585821e-05
4,"unrestricted",8.63146410346709e-07
5,"unrestricted",8.38298856895678e-07
6,"unrestricted",9.00372033724334e-07
1,"unistalled",1.8707207263385e-05
2,"unistalled",9.68777191814362e-06
3,"unistalled",8.87806159954261e-07
4,"unistalled",2.6757538720748e-05
5,"unistalled",8.38298856895678e-07
6,"unistalled",9.00372033724334e-07
1,"tryna",8.90819393494524e-07
2,"tryna",8.80706538013056e-07
3,"tryna",8.87806159954261e-07
4,"tryna",8.63146410346709e-07
5,"tryna",8.38298856895678e-07
6,"tryna",6.39264143944278e-05
1,"hella",8.90819393494524e-07
2,"hella",8.80706538013056e-07
3,"hella",0.000107424545354466
4,"hella",8.63146410346709e-07
5,"hella",5.11362302706364e-05
6,"hella",9.00372033724334e-07
1,"convert",8.90819393494524e-07
2,"convert",8.80706538013056e-07
3,"convert",8.87806159954261e-07
4,"convert",8.63146410346709e-07
5,"convert",8.38298856895678e-07
6,"convert",4.59189737199411e-05
1,"stoping",8.90819393494524e-07
2,"stoping",8.80706538013056e-07
3,"stoping",9.85464837549228e-05
4,"stoping",8.63146410346709e-07
5,"stoping",8.38298856895678e-07
6,"stoping",9.00372033724334e-07
1,"smth",8.90819393494524e-07
2,"smth",8.80706538013056e-07
3,"smth",1.86439293590395e-05
4,"smth",8.63146410346709e-07
5,"smth",4.27532417016796e-05
6,"smth",9.00372033724334e-07
1,"profiles",2.76154011983302e-05
2,"profiles",5.37230988187964e-05
3,"profiles",8.87806159954261e-07
4,"profiles",8.63146410346709e-07
5,"profiles",8.38298856895678e-07
6,"profiles",9.00372033724334e-07
1,"stucks",5.43399830031659e-05
2,"stucks",8.80706538013056e-07
3,"stucks",8.87806159954261e-07
4,"stucks",8.63146410346709e-07
5,"stucks",8.38298856895678e-07
6,"stucks",9.00372033724334e-07
1,"maintenance",8.90819393494524e-07
2,"maintenance",5.37230988187964e-05
3,"maintenance",8.87806159954261e-07
4,"maintenance",8.63146410346709e-07
5,"maintenance",8.38298856895678e-07
6,"maintenance",9.00372033724334e-07
1,"cases",8.90819393494524e-07
2,"cases",3.61089680585353e-05
3,"cases",8.87806159954261e-07
4,"cases",8.63146410346709e-07
5,"cases",1.76042759948093e-05
6,"cases",9.90409237096768e-06
1,"recognized",8.90819393494524e-07
2,"recognized",8.80706538013056e-07
3,"recognized",8.87806159954261e-07
4,"recognized",8.63146410346709e-07
5,"recognized",8.38298856895678e-07
6,"recognized",5.49226940571845e-05
1,"heaps",8.90819393494524e-07
2,"heaps",5.37230988187964e-05
3,"heaps",3.64000525581247e-05
4,"heaps",8.63146410346709e-07
5,"heaps",8.38298856895678e-07
6,"heaps",9.00372033724334e-07
1,"malfunction",8.90819393494524e-07
2,"malfunction",6.25301641989269e-05
3,"malfunction",8.87806159954261e-07
4,"malfunction",8.63146410346709e-07
5,"malfunction",8.38298856895678e-07
6,"malfunction",9.00372033724334e-07
1,"designer",8.90819393494524e-07
2,"designer",8.80706538013056e-07
3,"designer",4.52781141576672e-05
4,"designer",8.63146410346709e-07
5,"designer",8.38298856895678e-07
6,"designer",9.00372033724334e-07
1,"stale",9.79901332843977e-06
2,"stale",8.80706538013056e-07
3,"stale",3.64000525581247e-05
4,"stale",8.63146410346709e-07
5,"stale",8.38298856895678e-07
6,"stale",9.00372033724334e-07
1,"cake",8.90819393494524e-07
2,"cake",8.80706538013056e-07
3,"cake",8.87806159954261e-07
4,"cake",8.63146410346709e-07
5,"cake",8.38298856895678e-07
6,"cake",6.39264143944278e-05
1,"offerings",8.90819393494524e-07
2,"offerings",8.80706538013056e-07
3,"offerings",8.87806159954261e-07
4,"offerings",8.63146410346709e-07
5,"offerings",8.38298856895678e-07
6,"offerings",4.59189737199411e-05
1,"ost",2.76154011983302e-05
2,"ost",8.80706538013056e-07
3,"ost",8.87806159954261e-07
4,"ost",8.63146410346709e-07
5,"ost",3.43702531327228e-05
6,"ost",9.00372033724334e-07
1,"porn",5.43399830031659e-05
2,"porn",8.80706538013056e-07
3,"porn",8.87806159954261e-07
4,"porn",8.63146410346709e-07
5,"porn",8.38298856895678e-07
6,"porn",9.00372033724334e-07
1,"faves",8.90819393494524e-07
2,"faves",5.37230988187964e-05
3,"faves",8.87806159954261e-07
4,"faves",8.63146410346709e-07
5,"faves",8.38298856895678e-07
6,"faves",9.00372033724334e-07
1,"hip",8.90819393494524e-07
2,"hip",8.80706538013056e-07
3,"hip",1.86439293590395e-05
4,"hip",8.63146410346709e-07
5,"hip",8.38298856895678e-07
6,"hip",9.09375754061579e-05
1,"hop",8.90819393494524e-07
2,"hop",8.80706538013056e-07
3,"hop",8.87806159954261e-07
4,"hop",8.63146410346709e-07
5,"hop",8.38298856895678e-07
6,"hop",0.000126952456755131
1,"thay",9.79901332843977e-06
2,"thay",8.80706538013056e-07
3,"thay",8.87806159954261e-07
4,"thay",8.63146410346709e-07
5,"thay",8.38298856895678e-07
6,"thay",3.69152533826978e-05
1,"stwotwo",8.90819393494524e-07
2,"stwotwo",8.80706538013056e-07
3,"stwotwo",8.87806159954261e-07
4,"stwotwo",8.63146410346709e-07
5,"stwotwo",4.27532417016796e-05
6,"stwotwo",9.00372033724334e-07
