"topic","term","beta"
2,"repeated",0.000256285602561799
3,"repeated",8.87806159954261e-07
4,"repeated",8.63146410346709e-07
5,"repeated",8.38298856895678e-07
6,"repeated",9.00372033724334e-07
1,"believe",8.90819393494524e-07
2,"believe",0.000881587244551068
3,"believe",8.87806159954261e-07
4,"believe",8.63146410346709e-07
5,"believe",8.38298856895678e-07
6,"believe",9.00372033724334e-07
1,"joke",8.90819393494524e-07
2,"joke",0.00059095408700676
3,"joke",8.87806159954261e-07
4,"joke",8.63146410346709e-07
5,"joke",8.38298856895678e-07
6,"joke",9.00372033724334e-07
1,"forums",8.90819393494524e-07
2,"forums",0.00026509266794193
3,"forums",8.87806159954261e-07
4,"forums",8.63146410346709e-07
5,"forums",8.38298856895678e-07
6,"forums",9.00372033724334e-07
1,"updating",0.00155091656407397
2,"updating",8.80706538013056e-07
3,"updating",8.87806159954261e-07
4,"updating",0.000242544141307425
5,"updating",8.38298856895678e-07
6,"updating",8.19338550689144e-05
1,"leaves",3.65235951332755e-05
2,"leaves",8.80706538013056e-07
3,"leaves",0.000160692914951721
4,"leaves",8.63146410346709e-07
5,"leaves",8.38298856895678e-07
6,"leaves",9.00372033724334e-07
1,"splash",8.90819393494524e-07
2,"splash",7.13372295790575e-05
3,"splash",8.87806159954261e-07
4,"splash",8.63146410346709e-07
5,"splash",8.38298856895678e-07
6,"splash",9.00372033724334e-07
1,"functional",8.90819393494524e-07
2,"functional",8.80706538013056e-07
3,"functional",8.87806159954261e-07
4,"functional",0.000570539777239175
5,"functional",8.38298856895678e-07
6,"functional",9.00372033724334e-07
1,"beyond",8.90819393494524e-07
2,"beyond",0.000564532890866368
3,"beyond",5.41561757572099e-05
4,"beyond",8.63146410346709e-07
5,"beyond",8.38298856895678e-07
6,"beyond",9.90409237096768e-06
1,"alright",9.79901332843977e-06
2,"alright",3.61089680585353e-05
3,"alright",0.000444790886137085
4,"alright",8.63146410346709e-07
5,"alright",8.38298856895678e-07
6,"alright",9.00372033724334e-07
1,"3-4",8.90819393494524e-07
2,"3-4",0.000168214948760494
3,"3-4",8.87806159954261e-07
4,"3-4",8.63146410346709e-07
5,"3-4",9.30511731154204e-05
6,"3-4",9.00372033724334e-07
1,"resolved",8.90819393494524e-07
2,"resolved",0.00106653561753381
3,"resolved",2.75219909585821e-05
4,"resolved",8.63146410346709e-07
5,"resolved",8.38298856895678e-07
6,"resolved",9.00372033724334e-07
1,"spoke",8.90819393494524e-07
2,"spoke",8.89513603393186e-05
3,"spoke",8.87806159954261e-07
4,"spoke",9.4946105138138e-06
5,"spoke",8.38298856895678e-07
6,"spoke",9.00372033724334e-07
1,"final",9.79901332843977e-06
2,"final",9.68777191814362e-06
3,"final",8.87806159954261e-07
4,"final",8.63146410346709e-07
5,"final",8.38298856895678e-07
6,"final",6.39264143944278e-05
1,"conclusion",8.90819393494524e-07
2,"conclusion",8.89513603393186e-05
3,"conclusion",8.87806159954261e-07
4,"conclusion",8.63146410346709e-07
5,"conclusion",8.38298856895678e-07
6,"conclusion",9.00372033724334e-07
1,"model",8.90819393494524e-07
2,"model",8.80706538013056e-07
3,"model",8.87806159954261e-07
4,"model",0.000104440715651952
5,"model",8.38298856895678e-07
6,"model",5.49226940571845e-05
1,"lag",0.000526474261555264
2,"lag",8.80706538013056e-07
3,"lag",1.86439293590395e-05
4,"lag",8.63146410346709e-07
5,"lag",8.38298856895678e-07
6,"lag",2.79115330454544e-05
1,"song's",8.90819393494524e-07
2,"song's",8.80706538013056e-07
3,"song's",8.87806159954261e-07
4,"song's",8.63146410346709e-07
5,"song's",0.000344540830184124
6,"song's",9.00372033724334e-07
1,"audible",3.65235951332755e-05
2,"audible",8.80706538013056e-07
3,"audible",8.87806159954261e-07
4,"audible",2.6757538720748e-05
5,"audible",8.38298856895678e-07
6,"audible",9.90409237096768e-06
1,"programs",9.79901332843977e-06
2,"programs",2.73019026784047e-05
3,"programs",8.87806159954261e-07
4,"programs",4.40204669276821e-05
5,"programs",9.22128742585246e-06
6,"programs",1.8907812708211e-05
1,"crash",0.00040175954646603
2,"crash",4.49160334386658e-05
3,"crash",8.87806159954261e-07
4,"crash",0.00151136936451709
5,"crash",8.38298856895678e-07
6,"crash",9.00372033724334e-07
1,"video",8.90819393494524e-07
2,"video",8.80706538013056e-07
3,"video",8.87806159954261e-07
4,"video",0.00211557185175978
5,"video",8.38298856895678e-07
6,"video",9.00372033724334e-07
1,"instantly",8.90819393494524e-07
2,"instantly",8.80706538013056e-07
3,"instantly",0.000169570976551264
4,"instantly",8.63146410346709e-07
5,"instantly",4.27532417016796e-05
6,"instantly",9.90409237096768e-06
1,"connects",8.90819393494524e-07
2,"connects",8.80706538013056e-07
3,"connects",8.87806159954261e-07
4,"connects",0.000717274666998115
5,"connects",9.22128742585246e-06
6,"connects",1.8907812708211e-05
1,"perfectly",0.00161327392161858
2,"perfectly",9.68777191814362e-06
3,"perfectly",8.87806159954261e-07
4,"perfectly",8.63146410346709e-07
5,"perfectly",1.76042759948093e-05
6,"perfectly",9.00372033724334e-07
1,"weak",2.76154011983302e-05
2,"weak",8.80706538013056e-07
3,"weak",8.07903605558377e-05
4,"weak",2.6757538720748e-05
5,"weak",8.38298856895678e-07
6,"weak",1.8907812708211e-05
1,"ai",8.90819393494524e-07
2,"ai",8.80706538013056e-07
3,"ai",8.87806159954261e-07
4,"ai",8.63146410346709e-07
5,"ai",9.22128742585246e-06
6,"ai",0.000271011982151025
1,"discontinue",2.76154011983302e-05
2,"discontinue",9.68777191814362e-06
3,"discontinue",8.87806159954261e-07
4,"discontinue",8.63146410346709e-07
5,"discontinue",8.38298856895678e-07
6,"discontinue",4.59189737199411e-05
1,"usage",8.90819393494524e-07
2,"usage",0.000617375283147152
3,"usage",1.86439293590395e-05
4,"usage",8.63146410346709e-07
5,"usage",8.38298856895678e-07
6,"usage",1.8907812708211e-05
1,"staff",8.90819393494524e-07
2,"staff",9.77584257194491e-05
3,"staff",9.76586775949687e-06
4,"staff",9.4946105138138e-06
5,"staff",8.38298856895678e-07
6,"staff",9.00372033724334e-07
1,"school",8.90819393494524e-07
2,"school",2.73019026784047e-05
3,"school",0.000222839346148519
4,"school",8.63146410346709e-07
5,"school",9.22128742585246e-06
6,"school",9.00372033724334e-07
1,"reflect",8.90819393494524e-07
2,"reflect",8.80706538013056e-07
3,"reflect",8.87806159954261e-07
4,"reflect",9.58092515484846e-05
5,"reflect",8.38298856895678e-07
6,"reflect",9.00372033724334e-07
1,"thoroughly",1.8707207263385e-05
2,"thoroughly",8.80706538013056e-07
3,"thoroughly",8.87806159954261e-07
4,"thoroughly",8.63146410346709e-07
5,"thoroughly",9.22128742585246e-06
6,"thoroughly",9.99412957434012e-05
1,"flexibility",8.90819393494524e-07
2,"flexibility",9.68777191814362e-06
3,"flexibility",8.87806159954261e-07
4,"flexibility",8.63146410346709e-07
5,"flexibility",8.38298856895678e-07
6,"flexibility",8.19338550689144e-05
1,"aggressive",9.79901332843977e-06
2,"aggressive",3.61089680585353e-05
3,"aggressive",4.52781141576672e-05
4,"aggressive",8.63146410346709e-07
5,"aggressive",8.38298856895678e-07
6,"aggressive",9.00372033724334e-07
1,"talked",8.90819393494524e-07
2,"talked",8.01442949591881e-05
3,"talked",8.87806159954261e-07
4,"talked",2.6757538720748e-05
5,"talked",9.22128742585246e-06
6,"talked",9.00372033724334e-07
1,"payment",1.8707207263385e-05
2,"payment",0.00214099759390974
3,"payment",1.86439293590395e-05
4,"payment",8.63146410346709e-07
5,"payment",8.38298856895678e-07
6,"payment",9.00372033724334e-07
1,"minor",8.90819393494524e-07
2,"minor",8.80706538013056e-07
3,"minor",9.76586775949687e-06
4,"minor",0.00046696220799757
5,"minor",8.38298856895678e-07
6,"minor",9.90409237096768e-06
1,"chromecast",0.000125605534482728
2,"chromecast",1.84948372982742e-05
3,"chromecast",8.87806159954261e-07
4,"chromecast",0.00019938682079009
5,"chromecast",8.38298856895678e-07
6,"chromecast",9.00372033724334e-07
1,"idiots",8.90819393494524e-07
2,"idiots",0.000124179621859841
3,"idiots",8.87806159954261e-07
4,"idiots",8.63146410346709e-07
5,"idiots",8.38298856895678e-07
6,"idiots",1.8907812708211e-05
1,"utterly",8.90819393494524e-07
2,"utterly",0.000185829079520755
3,"utterly",8.87806159954261e-07
4,"utterly",8.63146410346709e-07
5,"utterly",8.38298856895678e-07
6,"utterly",9.00372033724334e-07
1,"swipe",8.90819393494524e-07
2,"swipe",8.80706538013056e-07
3,"swipe",0.00172323175647122
4,"swipe",8.63146410346709e-07
5,"swipe",8.38298856895678e-07
6,"swipe",9.00372033724334e-07
1,"history",8.90819393494524e-07
2,"history",1.84948372982742e-05
3,"history",0.000995230705308725
4,"history",8.63146410346709e-07
5,"history",8.38298856895678e-07
6,"history",9.00372033724334e-07
1,"refuse",8.90819393494524e-07
2,"refuse",0.000344356256363105
3,"refuse",8.87806159954261e-07
4,"refuse",8.63146410346709e-07
5,"refuse",8.38298856895678e-07
6,"refuse",9.00372033724334e-07
1,"discover",8.90819393494524e-07
2,"discover",8.80706538013056e-07
3,"discover",8.87806159954261e-07
4,"discover",8.63146410346709e-07
5,"discover",8.38298856895678e-07
6,"discover",0.00120739889722433
1,"demo",8.90819393494524e-07
2,"demo",4.49160334386658e-05
3,"demo",8.87806159954261e-07
4,"demo",8.63146410346709e-07
5,"demo",8.38298856895678e-07
6,"demo",9.00372033724334e-07
1,"re",0.00138166087931001
2,"re",8.80706538013056e-07
3,"re",9.76586775949687e-06
4,"re",9.4946105138138e-06
5,"re",8.38298856895678e-07
6,"re",9.00372033724334e-07
1,"drop",8.90819393494524e-07
2,"drop",8.80706538013056e-07
3,"drop",8.87806159954261e-07
4,"drop",0.000915798341377858
5,"drop",9.22128742585246e-06
6,"drop",9.00372033724334e-07
1,"inside",8.90819393494524e-07
2,"inside",8.80706538013056e-07
3,"inside",0.000267229654146232
4,"inside",8.63146410346709e-07
5,"inside",8.38298856895678e-07
6,"inside",7.29301347316712e-05
1,"usable",8.10645648080017e-05
2,"usable",8.80706538013056e-07
3,"usable",8.96684221553803e-05
4,"usable",0.000268438533617826
5,"usable",8.38298856895678e-07
6,"usable",9.00372033724334e-07
1,"choices",8.90819393494524e-07
2,"choices",8.80706538013056e-07
3,"choices",8.87806159954261e-07
4,"choices",8.63146410346709e-07
5,"choices",8.38298856895678e-07
6,"choices",0.000811235202385626
1,"tastes",9.79901332843977e-06
2,"tastes",8.80706538013056e-07
3,"tastes",8.87806159954261e-07
4,"tastes",8.63146410346709e-07
5,"tastes",8.38298856895678e-07
6,"tastes",0.000397064066872432
1,"removing",8.90819393494524e-07
2,"removing",8.80706538013056e-07
3,"removing",0.00111952356770232
4,"removing",8.63146410346709e-07
5,"removing",8.38298856895678e-07
6,"removing",1.8907812708211e-05
1,"feedback",8.90819393494524e-07
2,"feedback",8.80706538013056e-07
3,"feedback",0.000364888331741201
4,"feedback",8.63146410346709e-07
5,"feedback",8.38298856895678e-07
6,"feedback",9.00372033724334e-07
1,"examples",8.90819393494524e-07
2,"examples",8.80706538013056e-07
3,"examples",9.76586775949687e-06
4,"examples",8.63146410346709e-07
5,"examples",6.790220740855e-05
6,"examples",9.00372033724334e-07
1,"reported",8.90819393494524e-07
2,"reported",8.80706538013056e-07
3,"reported",8.87806159954261e-07
4,"reported",0.000259807069514359
5,"reported",8.38298856895678e-07
6,"reported",9.00372033724334e-07
1,"backed",8.90819393494524e-07
2,"backed",8.80706538013056e-07
3,"backed",8.87806159954261e-07
4,"backed",1.81260746172809e-05
5,"backed",9.22128742585246e-06
6,"backed",1.8907812708211e-05
1,"hundreds",8.90819393494524e-07
2,"hundreds",0.000300320929462452
3,"hundreds",8.87806159954261e-07
4,"hundreds",8.63146410346709e-07
5,"hundreds",8.38298856895678e-07
6,"hundreds",2.79115330454544e-05
1,"indication",9.79901332843977e-06
2,"indication",3.61089680585353e-05
3,"indication",8.87806159954261e-07
4,"indication",8.63146410346709e-07
5,"indication",8.38298856895678e-07
6,"indication",1.8907812708211e-05
1,"hearing",8.90819393494524e-07
2,"hearing",8.80706538013056e-07
3,"hearing",8.87806159954261e-07
4,"hearing",8.63146410346709e-07
5,"hearing",0.000721775315787179
6,"hearing",9.00372033724334e-07
1,"endless",8.90819393494524e-07
2,"endless",8.80706538013056e-07
3,"endless",9.76586775949687e-06
4,"endless",8.63146410346709e-07
5,"endless",8.38298856895678e-07
6,"endless",0.000613153354966272
1,"players",8.90819393494524e-07
2,"players",8.80706538013056e-07
3,"players",9.76586775949687e-06
4,"players",9.4946105138138e-06
5,"players",8.38298856895678e-07
6,"players",0.000271011982151025
1,"rogan",8.90819393494524e-07
2,"rogan",4.49160334386658e-05
3,"rogan",0.00272645271721953
4,"rogan",8.63146410346709e-07
5,"rogan",1.76042759948093e-05
6,"rogan",9.00372033724334e-07
1,"dark",8.90819393494524e-07
2,"dark",8.80706538013056e-07
3,"dark",0.000338254146942573
4,"dark",8.63146410346709e-07
5,"dark",8.38298856895678e-07
6,"dark",0.000207985939790321
1,"horse",8.90819393494524e-07
2,"horse",4.49160334386658e-05
3,"horse",8.87806159954261e-07
4,"horse",8.63146410346709e-07
5,"horse",8.38298856895678e-07
6,"horse",9.00372033724334e-07
1,"dump",8.90819393494524e-07
2,"dump",8.80706538013056e-07
3,"dump",3.64000525581247e-05
4,"dump",8.63146410346709e-07
5,"dump",5.11362302706364e-05
6,"dump",9.00372033724334e-07
1,"tool",8.90819393494524e-07
2,"tool",8.80706538013056e-07
3,"tool",8.87806159954261e-07
4,"tool",8.63146410346709e-07
5,"tool",8.38298856895678e-07
6,"tool",0.000162967338104105
1,"registered",8.90819393494524e-07
2,"registered",8.80706538013056e-07
3,"registered",8.87806159954261e-07
4,"registered",8.63146410346709e-07
5,"registered",8.38298856895678e-07
6,"registered",0.00200873000723899
1,"mini",2.76154011983302e-05
2,"mini",8.80706538013056e-07
3,"mini",1.86439293590395e-05
4,"mini",0.000630960025963444
5,"mini",8.38298856895678e-07
6,"mini",9.00372033724334e-07
1,"marked",8.90819393494524e-07
2,"marked",0.000124179621859841
3,"marked",8.87806159954261e-07
4,"marked",8.63146410346709e-07
5,"marked",4.27532417016796e-05
6,"marked",9.00372033724334e-07
1,"servers",7.21563708730564e-05
2,"servers",2.73019026784047e-05
3,"servers",8.87806159954261e-07
4,"servers",3.53890028242151e-05
5,"servers",8.38298856895678e-07
6,"servers",9.00372033724334e-07
1,"hang",9.79901332843977e-06
2,"hang",8.01442949591881e-05
3,"hang",9.76586775949687e-06
4,"hang",8.63146410346709e-07
5,"hang",9.22128742585246e-06
6,"hang",1.8907812708211e-05
1,"tier",8.90819393494524e-07
2,"tier",8.80706538013056e-07
3,"tier",8.87806159954261e-07
4,"tier",8.63146410346709e-07
5,"tier",8.38298856895678e-07
6,"tier",0.000135956177092375
1,"hardware",8.90819393494524e-07
2,"hardware",8.80706538013056e-07
3,"hardware",2.75219909585821e-05
4,"hardware",9.58092515484846e-05
5,"hardware",8.38298856895678e-07
6,"hardware",9.00372033724334e-07
1,"catalog",8.90819393494524e-07
2,"catalog",8.80706538013056e-07
3,"catalog",8.87806159954261e-07
4,"catalog",8.63146410346709e-07
5,"catalog",8.38298856895678e-07
6,"catalog",0.000189978499115835
1,"political",1.8707207263385e-05
2,"political",0.000212250275661146
3,"political",8.87806159954261e-07
4,"political",8.63146410346709e-07
5,"political",8.38298856895678e-07
6,"political",9.90409237096768e-06
1,"nonsense",8.90819393494524e-07
2,"nonsense",0.000335549190982974
3,"nonsense",8.87806159954261e-07
4,"nonsense",8.63146410346709e-07
5,"nonsense",8.38298856895678e-07
6,"nonsense",9.00372033724334e-07
1,"forcing",8.90819393494524e-07
2,"forcing",8.80706538013056e-07
3,"forcing",8.87806159954261e-07
4,"forcing",0.000415173423376767
5,"forcing",0.000478668647287432
6,"forcing",9.00372033724334e-07
1,"buying",8.90819393494524e-07
2,"buying",0.000599761152386891
3,"buying",8.87806159954261e-07
4,"buying",8.63146410346709e-07
5,"buying",8.38298856895678e-07
6,"buying",9.00372033724334e-07
1,"mic",8.90819393494524e-07
2,"mic",8.80706538013056e-07
3,"mic",8.07903605558377e-05
4,"mic",1.81260746172809e-05
5,"mic",8.38298856895678e-07
6,"mic",9.00372033724334e-07
1,"sounds",8.90819393494524e-07
2,"sounds",8.80706538013056e-07
3,"sounds",8.87806159954261e-07
4,"sounds",8.63146410346709e-07
5,"sounds",8.38298856895678e-07
6,"sounds",0.00109935425317741
1,"fifteen",8.90819393494524e-07
2,"fifteen",0.00165660899800256
3,"fifteen",8.87806159954261e-07
4,"fifteen",1.81260746172809e-05
5,"fifteen",8.38298856895678e-07
6,"fifteen",9.00372033724334e-07
1,"awhile",8.90819393494524e-07
2,"awhile",8.80706538013056e-07
3,"awhile",8.87806159954261e-07
4,"awhile",0.0004065419592733
5,"awhile",9.22128742585246e-06
6,"awhile",9.00372033724334e-07
1,"plss",9.79901332843977e-06
2,"plss",8.80706538013056e-07
3,"plss",9.85464837549228e-05
4,"plss",8.63146410346709e-07
5,"plss",8.38298856895678e-07
6,"plss",6.39264143944278e-05
1,"beg",8.90819393494524e-07
2,"beg",8.80706538013056e-07
3,"beg",8.96684221553803e-05
4,"beg",8.63146410346709e-07
5,"beg",8.38298856895678e-07
6,"beg",9.00372033724334e-07
1,"light",8.90819393494524e-07
2,"light",8.80706538013056e-07
3,"light",0.000382644454940286
4,"light",8.63146410346709e-07
5,"light",8.38298856895678e-07
6,"light",9.00372033724334e-07
1,"payed",8.90819393494524e-07
2,"payed",0.000300320929462452
3,"payed",8.87806159954261e-07
4,"payed",8.63146410346709e-07
5,"payed",8.38298856895678e-07
6,"payed",9.00372033724334e-07
1,"record",8.90819393494524e-07
2,"record",8.80706538013056e-07
3,"record",7.19122989562951e-05
4,"record",8.63146410346709e-07
5,"record",8.38298856895678e-07
6,"record",0.000244000821139295
1,"unlocked",0.000116697340547783
2,"unlocked",8.80706538013056e-07
3,"unlocked",8.87806159954261e-07
4,"unlocked",8.63146410346709e-07
5,"unlocked",8.38298856895678e-07
6,"unlocked",9.00372033724334e-07
1,"persists",0.000321585801051523
2,"persists",8.80706538013056e-07
3,"persists",9.76586775949687e-06
4,"persists",8.63146410346709e-07
5,"persists",8.38298856895678e-07
6,"persists",9.00372033724334e-07
1,"canceling",8.90819393494524e-07
2,"canceling",0.0010048861598729
3,"canceling",8.87806159954261e-07
4,"canceling",2.6757538720748e-05
5,"canceling",1.76042759948093e-05
6,"canceling",9.00372033724334e-07
1,"mid",8.90819393494524e-07
2,"mid",3.61089680585353e-05
3,"mid",9.76586775949687e-06
4,"mid",0.00104527030292986
5,"mid",8.38298856895678e-07
6,"mid",9.00372033724334e-07
1,"loses",8.90819393494524e-07
2,"loses",8.80706538013056e-07
3,"loses",1.86439293590395e-05
4,"loses",0.000441067815687168
5,"loses",8.38298856895678e-07
6,"loses",9.00372033724334e-07
1,"place",1.8707207263385e-05
2,"place",8.80706538013056e-07
3,"place",0.002406842499636
4,"place",8.63146410346709e-07
5,"place",2.5987264563766e-05
6,"place",0.000685183117664219
1,"ninety-nine",8.90819393494524e-07
2,"ninety-nine",0.000670217675427935
3,"ninety-nine",8.87806159954261e-07
4,"ninety-nine",8.63146410346709e-07
5,"ninety-nine",8.38298856895678e-07
6,"ninety-nine",9.00372033724334e-07
1,"driving",1.8707207263385e-05
2,"driving",8.80706538013056e-07
3,"driving",8.87806159954261e-07
4,"driving",0.00209830892355285
5,"driving",8.38298856895678e-07
6,"driving",9.00372033724334e-07
1,"probably",8.90819393494524e-07
2,"probably",0.00147166062501982
3,"probably",1.86439293590395e-05
4,"probably",8.63146410346709e-07
5,"probably",5.11362302706364e-05
6,"probably",9.00372033724334e-07
1,"bro",8.90819393494524e-07
2,"bro",8.80706538013056e-07
3,"bro",8.87806159954261e-07
4,"bro",1.81260746172809e-05
5,"bro",0.000436753704442649
6,"bro",6.39264143944278e-05
1,"badly",2.76154011983302e-05
2,"badly",8.80706538013056e-07
3,"badly",8.87806159954261e-07
4,"badly",0.000320227318238629
5,"badly",3.43702531327228e-05
6,"badly",9.00372033724334e-07
1,"advance",8.90819393494524e-07
2,"advance",8.80706538013056e-07
3,"advance",0.000187327099750349
4,"advance",8.63146410346709e-07
5,"advance",8.38298856895678e-07
6,"advance",9.00372033724334e-07
1,"somehow",8.90819393494524e-07
2,"somehow",0.000828744852270286
3,"somehow",8.87806159954261e-07
4,"somehow",8.63146410346709e-07
5,"somehow",8.38298856895678e-07
6,"somehow",9.00372033724334e-07
1,"meaning",8.90819393494524e-07
2,"meaning",9.68777191814362e-06
3,"meaning",8.87806159954261e-07
4,"meaning",0.000812220772136253
5,"meaning",8.38298856895678e-07
6,"meaning",9.00372033724334e-07
1,"nd",0.000294861219246688
2,"nd",8.80706538013056e-07
3,"nd",8.87806159954261e-07
4,"nd",8.63146410346709e-07
5,"nd",8.38298856895678e-07
6,"nd",9.00372033724334e-07
1,"plz",0.00122131338848099
2,"plz",8.80706538013056e-07
3,"plz",0.000134058730153093
4,"plz",8.63146410346709e-07
5,"plz",9.22128742585246e-06
6,"plz",9.90409237096768e-06
1,"flaws",0.000170146504157454
2,"flaws",9.68777191814362e-06
3,"flaws",8.87806159954261e-07
4,"flaws",9.4946105138138e-06
5,"flaws",8.38298856895678e-07
6,"flaws",9.00372033724334e-07
1,"plug",8.90819393494524e-07
2,"plug",8.80706538013056e-07
3,"plug",8.87806159954261e-07
4,"plug",0.000104440715651952
5,"plug",8.38298856895678e-07
6,"plug",9.00372033724334e-07
1,"flaw",8.90819393494524e-07
2,"flaw",9.68777191814362e-06
3,"flaw",2.75219909585821e-05
4,"flaw",8.63146410346709e-07
5,"flaw",0.000193647035942902
6,"flaw",1.8907812708211e-05
1,"mins",8.90819393494524e-07
2,"mins",0.00074948126384911
3,"mins",8.87806159954261e-07
4,"mins",8.63146410346709e-07
5,"mins",8.38298856895678e-07
6,"mins",9.00372033724334e-07
1,"suck",8.90819393494524e-07
2,"suck",8.80706538013056e-07
3,"suck",8.87806159954261e-07
4,"suck",8.63146410346709e-07
5,"suck",0.00074692428149405
6,"suck",9.00372033724334e-07
1,"absolute",9.79901332843977e-06
2,"absolute",0.0010929568136742
3,"absolute",8.87806159954261e-07
4,"absolute",8.63146410346709e-07
5,"absolute",8.38298856895678e-07
6,"absolute",9.00372033724334e-07
1,"reliable",8.90819393494524e-07
2,"reliable",0.000643796479287544
3,"reliable",8.87806159954261e-07
4,"reliable",8.63146410346709e-07
5,"reliable",8.38298856895678e-07
6,"reliable",9.00372033724334e-07
1,"pos",8.90819393494524e-07
2,"pos",0.00011537255647971
3,"pos",8.87806159954261e-07
4,"pos",9.4946105138138e-06
5,"pos",8.38298856895678e-07
6,"pos",9.00372033724334e-07
1,"linked",8.90819393494524e-07
2,"linked",0.000344356256363105
3,"linked",1.86439293590395e-05
4,"linked",8.63146410346709e-07
5,"linked",8.38298856895678e-07
6,"linked",1.8907812708211e-05
1,"demand",4.54317890682208e-05
2,"demand",8.80706538013056e-07
3,"demand",8.87806159954261e-07
4,"demand",8.63146410346709e-07
5,"demand",0.000134966115960204
6,"demand",9.00372033724334e-07
1,"called",0.000446300516140757
2,"called",8.80706538013056e-07
3,"called",8.87806159954261e-07
4,"called",8.63146410346709e-07
5,"called",1.76042759948093e-05
6,"called",9.00372033724334e-07
1,"jumped",8.90819393494524e-07
2,"jumped",3.61089680585353e-05
3,"jumped",8.87806159954261e-07
4,"jumped",8.63146410346709e-07
5,"jumped",5.95192188395932e-05
6,"jumped",9.00372033724334e-07
1,"computers",9.79901332843977e-06
2,"computers",8.80706538013056e-07
3,"computers",8.87806159954261e-07
4,"computers",9.4946105138138e-06
5,"computers",5.11362302706364e-05
6,"computers",9.90409237096768e-06
1,"moved",8.90819393494524e-07
2,"moved",0.000679024740808065
3,"moved",9.76586775949687e-06
4,"moved",8.63146410346709e-07
5,"moved",8.38298856895678e-07
6,"moved",9.00372033724334e-07
1,"deezer",8.90819393494524e-07
2,"deezer",0.000256285602561799
3,"deezer",8.87806159954261e-07
4,"deezer",9.4946105138138e-06
5,"deezer",8.38298856895678e-07
6,"deezer",0.000361049185523458
1,"shut",8.90819393494524e-07
2,"shut",8.80706538013056e-07
3,"shut",8.87806159954261e-07
4,"shut",0.00150273790041362
5,"shut",8.38298856895678e-07
6,"shut",9.00372033724334e-07
1,"largest",8.90819393494524e-07
2,"largest",8.80706538013056e-07
3,"largest",8.87806159954261e-07
4,"largest",8.63146410346709e-07
5,"largest",8.38298856895678e-07
6,"largest",0.000126952456755131
1,"advise",9.88809526778921e-05
2,"advise",8.80706538013056e-07
3,"advise",8.87806159954261e-07
4,"advise",2.6757538720748e-05
5,"advise",8.38298856895678e-07
6,"advise",3.69152533826978e-05
1,"cancelled",9.79901332843977e-06
2,"cancelled",0.000564532890866368
3,"cancelled",8.87806159954261e-07
4,"cancelled",8.63146410346709e-07
5,"cancelled",8.38298856895678e-07
6,"cancelled",9.00372033724334e-07
1,"superior",8.90819393494524e-07
2,"superior",6.25301641989269e-05
3,"superior",8.87806159954261e-07
4,"superior",8.71777874450176e-05
5,"superior",8.38298856895678e-07
6,"superior",9.00372033724334e-07
1,"although",0.00142620184898473
2,"although",8.80706538013056e-07
3,"although",8.87806159954261e-07
4,"although",8.63146410346709e-07
5,"although",8.38298856895678e-07
6,"although",9.00372033724334e-07
1,"adverts",8.90819393494524e-07
2,"adverts",0.000573339956246499
3,"adverts",9.76586775949687e-06
4,"adverts",8.63146410346709e-07
5,"adverts",8.38298856895678e-07
6,"adverts",7.29301347316712e-05
1,"bothered",8.90819393494524e-07
2,"bothered",8.80706538013056e-07
3,"bothered",8.87806159954261e-07
4,"bothered",8.63146410346709e-07
5,"bothered",8.38298856895678e-07
6,"bothered",0.000207985939790321
1,"finish",8.90819393494524e-07
2,"finish",2.73019026784047e-05
3,"finish",9.76586775949687e-06
4,"finish",2.6757538720748e-05
5,"finish",0.000419987727304735
6,"finish",9.00372033724334e-07
1,"tht",8.90819393494524e-07
2,"tht",8.80706538013056e-07
3,"tht",8.87806159954261e-07
4,"tht",8.63146410346709e-07
5,"tht",6.790220740855e-05
6,"tht",9.00372033724334e-07
1,"took",8.90819393494524e-07
2,"took",0.00090800844069146
3,"took",8.87806159954261e-07
4,"took",8.63146410346709e-07
5,"took",8.38298856895678e-07
6,"took",3.69152533826978e-05
1,"flexible",3.65235951332755e-05
2,"flexible",9.68777191814362e-06
3,"flexible",8.87806159954261e-07
4,"flexible",8.63146410346709e-07
5,"flexible",4.27532417016796e-05
6,"flexible",9.00372033724334e-07
1,"shouldnt",9.79901332843977e-06
2,"shouldnt",8.80706538013056e-07
3,"shouldnt",8.87806159954261e-07
4,"shouldnt",9.4946105138138e-06
5,"shouldnt",8.46681845464636e-05
6,"shouldnt",9.90409237096768e-06
1,"live",8.90819393494524e-07
2,"live",8.80706538013056e-07
3,"live",8.87806159954261e-07
4,"live",8.63146410346709e-07
5,"live",8.38298856895678e-07
6,"live",0.00151352538869061
1,"bugging",8.90819393494524e-07
2,"bugging",3.61089680585353e-05
3,"bugging",9.76586775949687e-06
4,"bugging",0.000777694915722384
5,"bugging",8.38298856895678e-07
6,"bugging",9.00372033724334e-07
1,"watch",9.79901332843977e-06
2,"watch",8.80706538013056e-07
3,"watch",6.30342373567525e-05
4,"watch",0.00249535627231234
5,"watch",3.43702531327228e-05
6,"watch",9.90409237096768e-06
1,"image",8.90819393494524e-07
2,"image",6.25301641989269e-05
3,"image",0.000134058730153093
4,"image",8.63146410346709e-07
5,"image",8.38298856895678e-07
6,"image",9.00372033724334e-07
1,"obvious",8.90819393494524e-07
2,"obvious",8.80706538013056e-07
3,"obvious",0.000222839346148519
